Institute Name,Academic Program,Quota,Seat Type,Gender,Opening Rank,Closing Rank
"National Institute of
Technology,
Kurukshetra","Civil Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",36990,48635
"National Institute of
Technology,
Kurukshetra","Civil Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,26282,34647
"National Institute of
Technology,
Kurukshetra","Civil Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",37470,48121
"National Institute of
Technology,
Kurukshetra","Civil Engineering (5
Years, Bachelor and
Master of Technology
(Dual Degree))",HS,OPEN,Gender-Neutral,44751,44751
"National Institute of
Technology,
Kurukshetra","Civil Engineering (5
Years, Bachelor and
Master of Technology
(Dual Degree))",HS,OPEN,"Female-only
(including
Supernumerary)",54115,54115
"National Institute of
Technology,
Kurukshetra","Civil Engineering (5
Years, Bachelor and
Master of Technology
(Dual Degree))",OS,OPEN,Gender-Neutral,34173,34173
"National Institute of
Technology,
Kurukshetra","Civil Engineering (5
Years, Bachelor and
Master of Technology
(Dual Degree))",OS,OPEN,"Female-only
(including
Supernumerary)",46156,46156
"National Institute of
Technology,
Kurukshetra","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,5078,8475
"National Institute of
Technology,
Kurukshetra","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",8593,11320
"National Institute of
Technology,
Kurukshetra","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,4472,6000
"National Institute of
Technology,
Kurukshetra","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",5961,9179
"National Institute of
Technology,
Kurukshetra","Computer Science and
Engineering (5 Years,
Bachelor and Master of
Technology (Dual
Degree))",HS,OPEN,Gender-Neutral,9956,11043
"National Institute of
Technology,
Kurukshetra","Computer Science and
Engineering (5 Years,
Bachelor and Master of
Technology (Dual
Degree))",OS,OPEN,Gender-Neutral,7717,7717
"National Institute of
Technology,
Kurukshetra","Computer Science and
Engineering (5 Years,
Bachelor and Master of
Technology (Dual
Degree))",OS,OPEN,"Female-only
(including
Supernumerary)",13385,13385
"National Institute of
Technology,
Kurukshetra","Electrical Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,17154,21795
"National Institute of
Technology,
Kurukshetra","Electrical Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",26539,28566
"National Institute of
Technology,
Kurukshetra","Electrical Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,14406,17104
"National Institute of
Technology,
Kurukshetra","Electronics and
Communication
Engineering (5 Years,
Bachelor and Master of
Technology (Dual
Degree))",OS,OPEN,Gender-Neutral,12066,12066
"National Institute of
Technology,
Kurukshetra","Electronics and
Communication
Engineering (5 Years,
Bachelor and Master of
Technology (Dual
Degree))",OS,OPEN,"Female-only
(including
Supernumerary)",22141,22141
"National Institute of
Technology,
Kurukshetra","Industrial Internet of
Things (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,17163,19912
"National Institute of
Technology,
Kurukshetra","Industrial Internet of
Things (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",31643,35620
"National Institute of
Technology,
Kurukshetra","Industrial Internet of
Things (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,9817,16603
"National Institute of
Technology,
Kurukshetra","Industrial Internet of
Things (4 Years,
Bachelor of Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",23443,24040
"National Institute of
Technology,
Kurukshetra","Information Technology
(4 Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,8871,11454
"National Institute of
Technology,
Kurukshetra","Information Technology
(4 Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",12969,13652
"National Institute of
Technology,
Kurukshetra","Information Technology
(4 Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,6109,7512
"National Institute of
Technology,
Kurukshetra","Information Technology
(4 Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",9440,12090
"National Institute of
Technology,
Kurukshetra","Mathematics and
Computing (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,10686,13410
"National Institute of
Technology,
Kurukshetra","Microelectronics & VLSI
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",18323,20440
"National Institute of
Technology,
Kurukshetra","Production and
Industrial Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,35564,43737
"National Institute of
Technology,
Kurukshetra","Production and
Industrial Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",44341,52632
"National Institute of
Technology,
Kurukshetra","Production and
Industrial Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,30321,39314
"National Institute of
Technology,
Kurukshetra","Production and
Industrial Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",43809,43809
"National Institute of
Technology,
Kurukshetra","ROBOTICS &
AUTOMATION (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,13571,16498
"National Institute of
Technology,
Kurukshetra","ROBOTICS &
AUTOMATION (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",23755,24033
"National Institute of
Technology,
Kurukshetra","ROBOTICS &
AUTOMATION (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,6529,11581
"National Institute of
Technology,
Kurukshetra","ROBOTICS &
AUTOMATION (4 Years,
Bachelor of Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",14850,14850
"National Institute of
Technology,
Kurukshetra","SUSTAINABLE ENERGY
TECHNOLOGIES (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,31305,45275
"National Institute of
Technology,
Kurukshetra","SUSTAINABLE ENERGY
TECHNOLOGIES (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",41130,46270
"National Institute of
Technology, Manipur","Electrical Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",52138,55730
"National Institute of
Technology, Manipur","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,251398,476458
"National Institute of
Technology, Manipur","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",425686,571950
"National Institute of
Technology, Manipur","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,35204,40126
"National Institute of
Technology, Manipur","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",44558,49722
"National Institute of
Technology, Manipur","Mechanical Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,317560,476682
"National Institute of
Technology, Manipur","Mechanical Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",194433,716081
"National Institute of
Technology, Manipur","Mechanical Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,46956,50535
"National Institute of
Technology, Manipur","Mechanical Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",63193,66426
"National Institute of
Technology, Mizoram","Civil Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,373312,574304
"National Institute of
Technology, Mizoram","Civil Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",846887,846887
"National Institute of
Technology, Mizoram","Civil Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,43818,56579
"National Institute of
Technology, Mizoram","Mathematics and
Computing (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,596054,743618
"National Institute of
Technology, Mizoram","Mathematics and
Computing (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,36273,36482
"National Institute of
Technology, Mizoram","Mathematics and
Computing (4 Years,
Bachelor of Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",45505,45505
"National Institute of
Technology, Mizoram","Mechanical Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,49167,52165
"National Institute of
Technology, Mizoram","Mechanical Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",60713,60713
"National Institute of
Technology, Rourkela","Architecture (5 Years,
Bachelor of
Architecture)",HS,OPEN,Gender-Neutral,552,1334
"National Institute of
Technology, Rourkela","Architecture (5 Years,
Bachelor of
Architecture)",HS,OPEN,"Female-only
(including
Supernumerary)",458,458
"National Institute of
Technology, Rourkela","Architecture (5 Years,
Bachelor of
Architecture)",OS,OPEN,Gender-Neutral,464,716
"National Institute of
Technology, Rourkela","Architecture (5 Years,
Bachelor of
Architecture)",OS,OPEN,"Female-only
(including
Supernumerary)",255,255
"National Institute of
Technology, Rourkela","Artificial Intelligence (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,7885,13848
"National Institute of
Technology, Rourkela","Artificial Intelligence (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",17069,18539
"National Institute of
Technology, Rourkela","Artificial Intelligence (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,3125,3983
"National Institute of
Technology, Rourkela","Artificial Intelligence (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",6548,7563
"National Institute of
Technology, Rourkela","Bio Medical Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,48464,54280
"National Institute of
Technology, Rourkela","Bio Medical Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",52327,55431
"National Institute of
Technology, Rourkela","Bio Medical Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,28053,37811
"National Institute of
Technology, Rourkela","Bio Medical Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",34783,37497
"National Institute of
Technology, Rourkela","Bio Technology (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,31466,48211
"National Institute of
Technology, Rourkela","Bio Technology (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",43472,47049
"National Institute of
Technology, Rourkela","Bio Technology (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,21536,29495
"National Institute of
Technology, Rourkela","Bio Technology (4 Years,
Bachelor of Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",32656,33148
"National Institute of
Technology, Rourkela","Ceramic Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,44990,47298
"National Institute of
Technology, Rourkela","Ceramic Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",65597,66664
"National Institute of
Technology, Rourkela","Ceramic Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,30050,36000
"National Institute of
Technology, Rourkela","Ceramic Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",42737,51113
"National Institute of
Technology, Rourkela","Chemical Engineering (5
Years, Bachelor and
Master of Technology
(Dual Degree))",OS,OPEN,"Female-only
(including
Supernumerary)",30894,30894
"National Institute of
Technology, Rourkela","Chemistry (5 Years,
Integrated Master of
Science)",HS,OPEN,Gender-Neutral,70542,73400
"National Institute of
Technology, Rourkela","Chemistry (5 Years,
Integrated Master of
Science)",HS,OPEN,"Female-only
(including
Supernumerary)",73003,73003
"National Institute of
Technology, Rourkela","Chemistry (5 Years,
Integrated Master of
Science)",OS,OPEN,Gender-Neutral,42967,48289
"National Institute of
Technology, Rourkela","Chemistry (5 Years,
Integrated Master of
Science)",OS,OPEN,"Female-only
(including
Supernumerary)",38846,38846
"National Institute of
Technology, Rourkela","Civil Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,28165,40516
"National Institute of
Technology, Rourkela","Civil Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",28606,40193
"National Institute of
Technology, Rourkela","Civil Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,17880,25893
"National Institute of
Technology, Rourkela","Civil Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",31009,38826
"National Institute of
Technology, Rourkela","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,2379,7807
"National Institute of
Technology, Rourkela","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",5554,12843
"National Institute of
Technology, Rourkela","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,591,2940
"National Institute of
Technology, Rourkela","Electronics and
Instrumentation
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",16629,17092
"National Institute of
Technology, Rourkela","Food Process
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,48950,53926
"National Institute of
Technology, Rourkela","Food Process
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",70560,70560
"National Institute of
Technology, Rourkela","Food Process
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,34557,41605
"National Institute of
Technology, Rourkela","Food Process
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",29089,29089
"National Institute of
Technology, Rourkela","Industrial Design (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,26976,42172
"National Institute of
Technology, Rourkela","Industrial Design (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",43549,64092
"National Institute of
Technology, Rourkela","Industrial Design (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,27601,29601
"National Institute of
Technology, Rourkela","Industrial Design (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",24803,34264
"National Institute of
Technology, Rourkela","Life Science (5 Years,
Integrated Master of
Science)",HS,OPEN,Gender-Neutral,66885,74550
"National Institute of
Technology, Rourkela","Life Science (5 Years,
Integrated Master of
Science)",HS,OPEN,"Female-only
(including
Supernumerary)",73791,73791
"National Institute of
Technology, Rourkela","Life Science (5 Years,
Integrated Master of
Science)",OS,OPEN,Gender-Neutral,38622,45442
"National Institute of
Technology, Rourkela","Metallurgical and
Materials Engineering (5
Years, Bachelor and
Master of Technology
(Dual Degree))",HS,OPEN,Gender-Neutral,41527,54330
"National Institute of
Technology, Rourkela","Metallurgical and
Materials Engineering (5
Years, Bachelor and
Master of Technology
(Dual Degree))",OS,OPEN,Gender-Neutral,25209,35955
"National Institute of
Technology, Rourkela","Metallurgical and
Materials Engineering (5
Years, Bachelor and
Master of Technology
(Dual Degree))",OS,OPEN,"Female-only
(including
Supernumerary)",48201,48201
"National Institute of
Technology, Rourkela","Mining Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,38674,43406
"National Institute of
Technology, Rourkela","Mining Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",52364,57296
"National Institute of
Technology, Rourkela","Mining Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,29168,31895
"National Institute of
Technology, Rourkela","Mining Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",46295,49630
"National Institute of
Technology, Rourkela","Mining Engineering (5
Years, Bachelor and
Master of Technology
(Dual Degree))",HS,OPEN,Gender-Neutral,39054,49516
"National Institute of
Technology, Rourkela","Mining Engineering (5
Years, Bachelor and
Master of Technology
(Dual Degree))",OS,OPEN,Gender-Neutral,30720,32461
"National Institute of
Technology, Rourkela","Physics (5 Years,
Integrated Master of
Science)",HS,OPEN,Gender-Neutral,58952,71897
"National Institute of
Technology, Rourkela","Physics (5 Years,
Integrated Master of
Science)",HS,OPEN,"Female-only
(including
Supernumerary)",79497,79497
"National Institute of
Technology, Rourkela","Physics (5 Years,
Integrated Master of
Science)",OS,OPEN,Gender-Neutral,17440,22008
"National Institute of
Technology, Rourkela","Physics (5 Years,
Integrated Master of
Science)",OS,OPEN,"Female-only
(including
Supernumerary)",33147,33147
"National Institute of
Technology, Silchar","Civil Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,25665,84759
"National Institute of
Technology, Silchar","Civil Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",37500,102786
"National Institute of
Technology, Silchar","Civil Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,33067,45391
"National Institute of
Technology, Silchar","Civil Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",47132,57074
"National Institute of
Technology, Silchar","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,6492,26892
"National Institute of
Technology, Silchar","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",30006,39836
"National Institute of
Technology, Silchar","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,5736,11930
"National Institute of
Technology, Silchar","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",11300,18846
"National Institute of
Technology, Silchar","Electrical Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,33991,62022
"National Institute of
Technology, Silchar","Electrical Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",60072,76071
"National Institute of
Technology, Silchar","Electrical Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,19075,24365
"National Institute of
Technology, Silchar","Electrical Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",34545,36438
"National Institute of
Technology, Silchar","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,26983,42983
"National Institute of
Technology, Silchar","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",41560,57804
"National Institute of
Technology, Silchar","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,12183,17339
"National Institute of
Technology, Silchar","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",19580,26263
"National Institute of
Technology, Silchar","Electronics and
Instrumentation
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,43847,51593
"National Institute of
Technology, Silchar","Electronics and
Instrumentation
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",59443,71031
"National Institute of
Technology, Silchar","Electronics and
Instrumentation
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,17669,21926
"National Institute of
Technology, Silchar","Electronics and
Instrumentation
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",27237,32943
"National Institute of
Technology, Silchar","Mechanical Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,49948,72011
"National Institute of
Technology, Silchar","Mechanical Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",54213,91301
"National Institute of
Technology, Silchar","Mechanical Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,22243,32251
"National Institute of
Technology, Silchar","Mechanical Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",43284,47054
"National Institute of
Technology, Srinagar","Chemical Engineering (4
Years, Bachelor of
Technology)",JK,OPEN,Gender-Neutral,75874,120403
"National Institute of
Technology, Srinagar","Chemical Engineering (4
Years, Bachelor of
Technology)",JK,OPEN,"Female-only
(including
Supernumerary)",100839,137443
"National Institute of
Technology, Srinagar","Chemical Engineering (4
Years, Bachelor of
Technology)",LA,OPEN,Gender-Neutral,349784,349784
"National Institute of
Technology, Srinagar","Chemical Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,41898,51760
"National Institute of
Technology, Srinagar","Chemical Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",47392,58828
"National Institute of
Technology, Srinagar","Civil Engineering (4
Years, Bachelor of
Technology)",JK,OPEN,Gender-Neutral,38474,101648
"National Institute of
Technology, Srinagar","Civil Engineering (4
Years, Bachelor of
Technology)",JK,OPEN,"Female-only
(including
Supernumerary)",80405,125416
"National Institute of
Technology, Srinagar","Civil Engineering (4
Years, Bachelor of
Technology)",LA,OPEN,Gender-Neutral,252507,252507
"National Institute of
Technology, Srinagar","Civil Engineering (4
Years, Bachelor of
Technology)",LA,OPEN,"Female-only
(including
Supernumerary)",266792,266792
"National Institute of
Technology, Srinagar","Civil Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,45564,55070
"National Institute of
Technology, Srinagar","Civil Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",61452,68202
"National Institute of
Technology, Srinagar","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",JK,OPEN,Gender-Neutral,9106,31827
"National Institute of
Technology, Srinagar","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",JK,OPEN,"Female-only
(including
Supernumerary)",31019,49390
"National Institute of
Technology, Srinagar","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",LA,OPEN,Gender-Neutral,162986,162986
"National Institute of
Technology, Srinagar","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,12751,21839
"National Institute of
Technology, Srinagar","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",24950,36322
"National Institute of
Technology, Srinagar","Electrical Engineering (4
Years, Bachelor of
Technology)",JK,OPEN,Gender-Neutral,53003,73846
"National Institute of
Technology, Srinagar","Electrical Engineering (4
Years, Bachelor of
Technology)",JK,OPEN,"Female-only
(including
Supernumerary)",82369,114629
"National Institute of
Technology, Srinagar","Electrical Engineering (4
Years, Bachelor of
Technology)",LA,OPEN,Gender-Neutral,248474,248474
"National Institute of
Technology, Srinagar","Electrical Engineering (4
Years, Bachelor of
Technology)",LA,OPEN,"Female-only
(including
Supernumerary)",377420,377420
"National Institute of
Technology, Srinagar","Electrical Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,31608,40442
"National Institute of
Technology, Srinagar","Electrical Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",44720,49672
"National Institute of
Technology, Srinagar","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",JK,OPEN,Gender-Neutral,40070,52959
"National Institute of
Technology, Srinagar","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",JK,OPEN,"Female-only
(including
Supernumerary)",58543,82834
"National Institute of
Technology, Srinagar","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",LA,OPEN,Gender-Neutral,328365,328365
"National Institute of
Technology, Srinagar","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",LA,OPEN,"Female-only
(including
Supernumerary)",383654,383654
"National Institute of
Technology, Srinagar","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,24337,33605
"National Institute of
Technology, Srinagar","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",41464,43622
"National Institute of
Technology, Srinagar","Information Technology
(4 Years, Bachelor of
Technology)",JK,OPEN,Gender-Neutral,32584,41053
"National Institute of
Technology, Srinagar","Information Technology
(4 Years, Bachelor of
Technology)",JK,OPEN,"Female-only
(including
Supernumerary)",55449,77972
"National Institute of
Technology, Srinagar","Information Technology
(4 Years, Bachelor of
Technology)",LA,OPEN,Gender-Neutral,210829,210829
"National Institute of
Technology, Srinagar","Information Technology
(4 Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,22938,26370
"National Institute of
Technology, Srinagar","Information Technology
(4 Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",37177,37980
"National Institute of
Technology, Srinagar","Mechanical Engineering
(4 Years, Bachelor of
Technology)",JK,OPEN,Gender-Neutral,56935,89013
"National Institute of
Technology, Srinagar","Mechanical Engineering
(4 Years, Bachelor of
Technology)",JK,OPEN,"Female-only
(including
Supernumerary)",116427,122218
"National Institute of
Technology, Srinagar","Mechanical Engineering
(4 Years, Bachelor of
Technology)",LA,OPEN,Gender-Neutral,304164,304164
"National Institute of
Technology, Srinagar","Mechanical Engineering
(4 Years, Bachelor of
Technology)",LA,OPEN,"Female-only
(including
Supernumerary)",388057,388057
"National Institute of
Technology, Srinagar","Mechanical Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,40623,47482
"National Institute of
Technology, Srinagar","Mechanical Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",56374,62389
"National Institute of
Technology, Srinagar","Metallurgical and
Materials Engineering (4
Years, Bachelor of
Technology)",JK,OPEN,Gender-Neutral,102741,133070
"National Institute of
Technology, Srinagar","Metallurgical and
Materials Engineering (4
Years, Bachelor of
Technology)",JK,OPEN,"Female-only
(including
Supernumerary)",142540,158691
"National Institute of
Technology, Srinagar","Metallurgical and
Materials Engineering (4
Years, Bachelor of
Technology)",LA,OPEN,Gender-Neutral,367592,367592
"National Institute of
Technology, Srinagar","Metallurgical and
Materials Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,44051,55447
"National Institute of
Technology, Srinagar","Metallurgical and
Materials Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",66054,66731
"National Institute of
Technology,
Tiruchirappalli","Architecture (5 Years,
Bachelor of
Architecture)",HS,OPEN,Gender-Neutral,2,486
"National Institute of
Technology,
Tiruchirappalli","Architecture (5 Years,
Bachelor of
Architecture)",HS,OPEN,"Female-only
(including
Supernumerary)",49,50
"National Institute of
Technology,
Tiruchirappalli","Architecture (5 Years,
Bachelor of
Architecture)",OS,OPEN,Gender-Neutral,29,404
"National Institute of
Technology,
Tiruchirappalli","Architecture (5 Years,
Bachelor of
Architecture)",OS,OPEN,"Female-only
(including
Supernumerary)",240,240
"National Institute of
Technology,
Tiruchirappalli","Chemical Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,12770,20789
"National Institute of
Technology,
Tiruchirappalli","Chemical Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",9835,25656
"National Institute of
Technology,
Tiruchirappalli","Chemical Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,7175,13950
"National Institute of
Technology,
Tiruchirappalli","Chemical Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",13588,20366
"National Institute of
Technology,
Tiruchirappalli","Civil Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,19131,36104
"National Institute of
Technology,
Tiruchirappalli","Civil Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",26597,43172
